BusinessDate;PurchaseDate;RepurchaseDate;CashAmount;Term;Rate;CashTakerID
15.05.20;15.05.20;18.05.20;105000000;ON;1.87;4
15.05.20;15.05.20;18.05.20;100000000;ON;2.255179697;8
15.05.20;15.05.20;18.05.20;120000000;ON;1.91;4
15.05.20;15.05.20;18.05.20;100000000;ON;1.9;2
15.05.20;15.05.20;18.05.20;150000000;ON;1.75;7
15.05.20;15.05.20;18.05.20;89000000;ON;1.79;3
15.05.20;15.05.20;18.05.20;60000000;ON;1.86;7
15.05.20;15.05.20;18.05.20;60000000;ON;1.84;4
15.05.20;15.05.20;18.05.20;113000000;ON;1.88;7
15.05.20;15.05.20;18.05.20;100000000;ON;1.66;7
15.05.20;15.05.20;18.05.20;100000000;ON;1.7918022;8
15.05.20;15.05.20;18.05.20;60000000;ON;1.92;6
15.05.20;15.05.20;18.05.20;420000000;ON;1.882707807;5
15.05.20;15.05.20;18.05.20;110000000;ON;1.73;10
15.05.20;15.05.20;18.05.20;70000000;ON;1.75;4
15.05.20;15.05.20;18.05.20;650000000;ON;1.79;3
15.05.20;15.05.20;18.05.20;170000000;ON;1.76;2
15.05.20;15.05.20;18.05.20;100000000;ON;1.76;9
15.05.20;15.05.20;18.05.20;340000000;ON;1.75;9
15.05.20;15.05.20;18.05.20;105000000;ON;1.75;3
15.05.20;15.05.20;18.05.20;220000000;ON;1.79;10
15.05.20;15.05.20;18.05.20;100000000;ON;1.85;3
15.05.20;15.05.20;18.05.20;230000000;ON;1.82;10
15.05.20;15.05.20;18.05.20;149000000;ON;1.81;1
15.05.20;15.05.20;18.05.20;110000000;ON;1.84;2
15.05.20;15.05.20;18.05.20;270000000;ON;1.76;9
15.05.20;15.05.20;18.05.20;230000000;ON;1.86;3
15.05.20;15.05.20;18.05.20;120000000;ON;1.993443524;5
15.05.20;15.05.20;18.05.20;110000000;ON;1.922623019;5
15.05.20;15.05.20;18.05.20;100000000;ON;1.85;2
15.05.20;15.05.20;18.05.20;320000000;ON;1.91;2
13.05.20;15.05.20;22.05.20;100000000;1W;2.02;6
13.05.20;15.05.20;22.05.20;80000000;1W;2.035420669;5
13.05.20;15.05.20;22.05.20;220000000;1W;1.97;2
13.05.20;15.05.20;22.05.20;355000000;1W;2.04;3
13.05.20;15.05.20;16.06.20;230000000;1M;2.08;6
13.05.20;15.05.20;15.08.20;230000000;3M;2.16;7
13.05.20;15.05.20;17.11.20;220000000;6M;2.3;4
18.05.20;18.05.20;19.05.20;70000000;ON;1.91;4
18.05.20;18.05.20;19.05.20;60000000;ON;1.787684001;8
18.05.20;18.05.20;19.05.20;210000000;ON;1.75;10
18.05.20;18.05.20;19.05.20;230000000;ON;1.86;6
18.05.20;18.05.20;19.05.20;140000000;ON;2.084965717;5
18.05.20;18.05.20;19.05.20;330000000;ON;1.9;4
18.05.20;18.05.20;19.05.20;150000000;ON;1.87;9
18.05.20;18.05.20;19.05.20;95000000;ON;1.74;7
18.05.20;18.05.20;19.05.20;120000000;ON;1.92;7
18.05.20;18.05.20;19.05.20;130000000;ON;1.964504376;5
18.05.20;18.05.20;19.05.20;240000000;ON;1.91;7
18.05.20;18.05.20;19.05.20;100000000;ON;1.87;6
18.05.20;18.05.20;19.05.20;100000000;ON;1.93;6
18.05.20;18.05.20;19.05.20;178000000;ON;1.73;1
18.05.20;18.05.20;19.05.20;230000000;ON;1.76;9
18.05.20;18.05.20;19.05.20;230000000;ON;1.82;9
18.05.20;18.05.20;19.05.20;93000000;ON;2.006015922;5
18.05.20;18.05.20;19.05.20;105000000;ON;2.146311499;8
18.05.20;18.05.20;19.05.20;96000000;ON;1.85;7
18.05.20;18.05.20;19.05.20;100000000;ON;2.035119053;8
18.05.20;18.05.20;19.05.20;150000000;ON;2.118283292;8
18.05.20;18.05.20;19.05.20;110000000;ON;1.978767082;5
18.05.20;18.05.20;19.05.20;110000000;ON;2.158893069;5
18.05.20;18.05.20;19.05.20;100000000;ON;1.91;1
18.05.20;18.05.20;19.05.20;120000000;ON;1.96;1
18.05.20;18.05.20;19.05.20;80000000;ON;2.046726859;5
18.05.20;18.05.20;19.05.20;50000000;ON;1.99;4
18.05.20;18.05.20;19.05.20;588000000;ON;1.73;9
18.05.20;18.05.20;19.05.20;140000000;ON;1.927988852;5
18.05.20;18.05.20;19.05.20;130000000;ON;1.7;6
18.05.20;18.05.20;19.05.20;130000000;ON;1.74;9
18.05.20;18.05.20;19.05.20;340000000;ON;1.7;3
18.05.20;18.05.20;19.05.20;100000000;ON;1.77;9
18.05.20;18.05.20;19.05.20;814000000;ON;1.81;3
18.05.20;18.05.20;19.05.20;130000000;ON;2.060016412;8
18.05.20;18.05.20;19.05.20;221000000;ON;1.93;6
18.05.20;18.05.20;19.05.20;75000000;ON;2.459281348;5
18.05.20;18.05.20;19.05.20;280000000;ON;1.8;9
18.05.20;18.05.20;19.05.20;270000000;ON;1.85;10
18.05.20;18.05.20;19.05.20;250000000;ON;1.86;4
14.05.20;18.05.20;25.05.20;140000000;1W;2;1
14.05.20;18.05.20;25.05.20;140000000;1W;2;6
14.05.20;18.05.20;25.05.20;80000000;1W;2.178351465;8
14.05.20;18.05.20;25.05.20;100000000;1W;1.99;2
14.05.20;18.05.20;17.06.20;100000000;1M;2.06;1
14.05.20;18.05.20;17.06.20;50000000;1M;2.11522823;5
14.05.20;18.05.20;17.06.20;140000000;1M;2.1;3
14.05.20;18.05.20;17.06.20;230000000;1M;2.06;10
14.05.20;18.05.20;17.06.20;310000000;1M;2.08;3
14.05.20;18.05.20;19.08.20;130000000;3M;2.16;3
14.05.20;18.05.20;18.11.20;100000000;6M;2.25;2
14.05.20;18.05.20;18.11.20;110000000;6M;2.33;4
14.05.20;18.05.20;18.11.20;80000000;6M;2.34;2
19.05.20;19.05.20;20.05.20;57000000;ON;1.86;6
19.05.20;19.05.20;20.05.20;150000000;ON;1.92;4
19.05.20;19.05.20;20.05.20;150000000;ON;1.77;6
19.05.20;19.05.20;20.05.20;140000000;ON;1.81;6
19.05.20;19.05.20;20.05.20;100000000;ON;2.080703793;8
19.05.20;19.05.20;20.05.20;110000000;ON;1.982707837;8
19.05.20;19.05.20;20.05.20;70000000;ON;1.87;7
19.05.20;19.05.20;20.05.20;140000000;ON;1.96;4
19.05.20;19.05.20;20.05.20;130000000;ON;1.9;9
19.05.20;19.05.20;20.05.20;250000000;ON;1.96;2
19.05.20;19.05.20;20.05.20;110000000;ON;1.965;6
19.05.20;19.05.20;20.05.20;140000000;ON;2.02;2
19.05.20;19.05.20;20.05.20;100000000;ON;1.94;7
19.05.20;19.05.20;20.05.20;100000000;ON;1.89;6
19.05.20;19.05.20;20.05.20;115000000;ON;1.83;3
19.05.20;19.05.20;20.05.20;70000000;ON;2.193832594;5
19.05.20;19.05.20;20.05.20;90000000;ON;2.04;9
19.05.20;19.05.20;20.05.20;425000000;ON;2.3368961;5
19.05.20;19.05.20;20.05.20;140000000;ON;2.040455623;5
19.05.20;19.05.20;20.05.20;140000000;ON;1.903972403;5
19.05.20;19.05.20;20.05.20;60000000;ON;1.85;6
19.05.20;19.05.20;20.05.20;120000000;ON;1.86;2
19.05.20;19.05.20;20.05.20;120000000;ON;1.89;3
19.05.20;19.05.20;20.05.20;130000000;ON;2.123355101;8
19.05.20;19.05.20;20.05.20;330000000;ON;1.85;3
19.05.20;19.05.20;20.05.20;200000000;ON;1.87;1
19.05.20;19.05.20;20.05.20;60000000;ON;1.89;7
19.05.20;19.05.20;20.05.20;160000000;ON;1.94;2
19.05.20;19.05.20;20.05.20;117000000;ON;1.86;1
19.05.20;19.05.20;20.05.20;70000000;ON;1.93;1
19.05.20;19.05.20;20.05.20;60000000;ON;1.92;2
19.05.20;19.05.20;20.05.20;460000000;ON;1.85;3
19.05.20;19.05.20;20.05.20;440000000;ON;2.158237468;8
19.05.20;19.05.20;20.05.20;100000000;ON;2.017071613;8
19.05.20;19.05.20;20.05.20;110000000;ON;1.9;9
19.05.20;19.05.20;20.05.20;110000000;ON;1.89;2
19.05.20;19.05.20;20.05.20;280000000;ON;1.83;1
19.05.20;19.05.20;20.05.20;150000000;ON;1.81;1
19.05.20;19.05.20;20.05.20;310000000;ON;1.83;6
19.05.20;19.05.20;20.05.20;210000000;ON;2.193612972;5
15.05.20;19.05.20;26.05.20;100000000;1W;2.04;4
15.05.20;19.05.20;26.05.20;250000000;1W;2.05;10
15.05.20;19.05.20;26.05.20;60000000;1W;1.93;6
15.05.20;19.05.20;19.06.20;130000000;1M;2.09;1
15.05.20;19.05.20;19.06.20;330000000;1M;2.09;2
15.05.20;19.05.20;19.08.20;50000000;3M;2.18;7
15.05.20;19.05.20;19.11.20;110000000;6M;2.34;9
20.05.20;20.05.20;21.05.20;85000000;ON;1.965;6
20.05.20;20.05.20;21.05.20;210000000;ON;1.88;6
20.05.20;20.05.20;21.05.20;90000000;ON;1.91;4
20.05.20;20.05.20;21.05.20;345000000;ON;1.92;10
20.05.20;20.05.20;21.05.20;140000000;ON;1.92;4
20.05.20;20.05.20;21.05.20;90000000;ON;1.91;1
20.05.20;20.05.20;21.05.20;100000000;ON;1.92;2
20.05.20;20.05.20;21.05.20;135000000;ON;1.98;2
20.05.20;20.05.20;21.05.20;50000000;ON;1.92;3
20.05.20;20.05.20;21.05.20;230000000;ON;2;1
20.05.20;20.05.20;21.05.20;80000000;ON;1.99;4
20.05.20;20.05.20;21.05.20;90000000;ON;1.83;7
20.05.20;20.05.20;21.05.20;128000000;ON;1.85;3
20.05.20;20.05.20;21.05.20;120000000;ON;1.92;9
20.05.20;20.05.20;21.05.20;80000000;ON;1.9;6
20.05.20;20.05.20;21.05.20;175000000;ON;1.9;2
20.05.20;20.05.20;21.05.20;60000000;ON;2.013934414;5
20.05.20;20.05.20;21.05.20;99000000;ON;1.8;3
20.05.20;20.05.20;21.05.20;110000000;ON;1.96;7
20.05.20;20.05.20;21.05.20;100000000;ON;2.197191564;8
20.05.20;20.05.20;21.05.20;98000000;ON;1.92;6
20.05.20;20.05.20;21.05.20;440000000;ON;1.83;4
20.05.20;20.05.20;21.05.20;280000000;ON;1.81;9
20.05.20;20.05.20;21.05.20;270000000;ON;1.85;4
20.05.20;20.05.20;21.05.20;200000000;ON;1.84;4
20.05.20;20.05.20;21.05.20;100000000;ON;1.89;4
20.05.20;20.05.20;21.05.20;230000000;ON;1.85;9
20.05.20;20.05.20;21.05.20;50000000;ON;2.172410242;5
20.05.20;20.05.20;21.05.20;110000000;ON;1.93;7
20.05.20;20.05.20;21.05.20;160000000;ON;2;7
18.05.20;20.05.20;27.05.20;140000000;1W;2;4
18.05.20;20.05.20;27.05.20;80000000;1W;2.134172016;5
18.05.20;20.05.20;27.05.20;120000000;1W;2.04;9
18.05.20;20.05.20;20.06.20;100000000;1M;2.08;3
21.05.20;21.05.20;22.05.20;130000000;ON;2.22;10
21.05.20;21.05.20;22.05.20;140000000;ON;1.97;7
21.05.20;21.05.20;22.05.20;180000000;ON;1.98;4
21.05.20;21.05.20;22.05.20;60000000;ON;2.28577559;5
21.05.20;21.05.20;22.05.20;65000000;ON;1.98;2
21.05.20;21.05.20;22.05.20;120000000;ON;1.93;6
21.05.20;21.05.20;22.05.20;220000000;ON;1.98;1
21.05.20;21.05.20;22.05.20;110000000;ON;2.03;1
21.05.20;21.05.20;22.05.20;70000000;ON;1.95;6
21.05.20;21.05.20;22.05.20;130000000;ON;2.28589595;5
21.05.20;21.05.20;22.05.20;150000000;ON;2.08;10
21.05.20;21.05.20;22.05.20;100000000;ON;2.328255237;5
21.05.20;21.05.20;22.05.20;120000000;ON;2.25;7
21.05.20;21.05.20;22.05.20;80000000;ON;2.02;6
21.05.20;21.05.20;22.05.20;50000000;ON;2.25;2
21.05.20;21.05.20;22.05.20;120000000;ON;1.93;10
21.05.20;21.05.20;22.05.20;240000000;ON;2;9
21.05.20;21.05.20;22.05.20;100000000;ON;1.97;10
21.05.20;21.05.20;22.05.20;150000000;ON;2.437694306;8
21.05.20;21.05.20;22.05.20;90000000;ON;1.97;4
21.05.20;21.05.20;22.05.20;140000000;ON;1.98;1
21.05.20;21.05.20;22.05.20;170000000;ON;1.97;2
21.05.20;21.05.20;22.05.20;520000000;ON;2.06;7
21.05.20;21.05.20;22.05.20;100000000;ON;2.21;6
21.05.20;21.05.20;22.05.20;80000000;ON;2.21;9
21.05.20;21.05.20;22.05.20;120000000;ON;2.21;6
21.05.20;21.05.20;22.05.20;305000000;ON;1.81;3
21.05.20;21.05.20;22.05.20;160000000;ON;1.79;10
21.05.20;21.05.20;22.05.20;310000000;ON;1.84;9
21.05.20;21.05.20;22.05.20;106000000;ON;2.001829756;5
21.05.20;21.05.20;22.05.20;175000000;ON;1.86;2
21.05.20;21.05.20;22.05.20;110000000;ON;1.95;10
21.05.20;21.05.20;22.05.20;220000000;ON;2.04;2
21.05.20;21.05.20;22.05.20;220000000;ON;2.01;1
19.05.20;21.05.20;23.06.20;420000000;1M;2.06;3
22.05.20;22.05.20;25.05.20;120000000;ON;1.89;10
22.05.20;22.05.20;25.05.20;180000000;ON;1.9;1
22.05.20;22.05.20;25.05.20;193000000;ON;1.82;6
22.05.20;22.05.20;25.05.20;100000000;ON;1.86;1
22.05.20;22.05.20;25.05.20;110000000;ON;1.93;1
22.05.20;22.05.20;25.05.20;90000000;ON;1.82;7
22.05.20;22.05.20;25.05.20;140000000;ON;1.92;10
22.05.20;22.05.20;25.05.20;60000000;ON;1.96;2
22.05.20;22.05.20;25.05.20;130000000;ON;1.99;7
22.05.20;22.05.20;25.05.20;200000000;ON;1.83;2
22.05.20;22.05.20;25.05.20;82000000;ON;1.83;9
22.05.20;22.05.20;25.05.20;100000000;ON;1.86;6
22.05.20;22.05.20;25.05.20;110000000;ON;2.072368538;5
22.05.20;22.05.20;25.05.20;130000000;ON;1.93;6
22.05.20;22.05.20;25.05.20;100000000;ON;1.9;7
22.05.20;22.05.20;25.05.20;97000000;ON;1.83;3
22.05.20;22.05.20;25.05.20;100000000;ON;1.92;1
22.05.20;22.05.20;25.05.20;110000000;ON;1.85;3
22.05.20;22.05.20;25.05.20;140000000;ON;1.85;10
22.05.20;22.05.20;25.05.20;130000000;ON;1.8;6
22.05.20;22.05.20;25.05.20;150000000;ON;1.84;6
22.05.20;22.05.20;25.05.20;120000000;ON;1.87;10
22.05.20;22.05.20;25.05.20;140000000;ON;1.9;2
22.05.20;22.05.20;25.05.20;60000000;ON;2.004901549;8
22.05.20;22.05.20;25.05.20;60000000;ON;1.9491408;5
22.05.20;22.05.20;25.05.20;130000000;ON;1.86;2
22.05.20;22.05.20;25.05.20;110000000;ON;2.068909567;5
22.05.20;22.05.20;25.05.20;470000000;ON;1.82;1
22.05.20;22.05.20;25.05.20;280000000;ON;1.900896414;5
22.05.20;22.05.20;25.05.20;240000000;ON;1.84;10
22.05.20;22.05.20;25.05.20;120000000;ON;1.85;9
22.05.20;22.05.20;25.05.20;140000000;ON;1.89;1
22.05.20;22.05.20;25.05.20;230000000;ON;1.9;3
20.05.20;22.05.20;29.05.20;210000000;1W;2.04;7
20.05.20;22.05.20;29.05.20;250000000;1W;1.98;9
20.05.20;22.05.20;29.05.20;100000000;1W;2.05;7
20.05.20;22.05.20;23.06.20;110000000;1M;2.11;9
20.05.20;22.05.20;23.06.20;220000000;1M;2.07;2
20.05.20;22.05.20;23.06.20;110000000;1M;2.12;10
25.05.20;25.05.20;26.05.20;120000000;ON;1.83;9
25.05.20;25.05.20;26.05.20;210000000;ON;2.049932084;5
25.05.20;25.05.20;26.05.20;99000000;ON;1.91;7
25.05.20;25.05.20;26.05.20;230000000;ON;1.86;1
25.05.20;25.05.20;26.05.20;310000000;ON;1.88;2
25.05.20;25.05.20;26.05.20;320000000;ON;1.88;10
25.05.20;25.05.20;26.05.20;110000000;ON;1.86;2
25.05.20;25.05.20;26.05.20;100000000;ON;1.922720302;5
25.05.20;25.05.20;26.05.20;75000000;ON;1.453847634;8
25.05.20;25.05.20;26.05.20;100000000;ON;1.73;6
25.05.20;25.05.20;26.05.20;140000000;ON;1.79;7
25.05.20;25.05.20;26.05.20;100000000;ON;1.83;3
25.05.20;25.05.20;26.05.20;100000000;ON;1.77;7
25.05.20;25.05.20;26.05.20;250000000;ON;1.86;6
25.05.20;25.05.20;26.05.20;230000000;ON;1.87;7
25.05.20;25.05.20;26.05.20;120000000;ON;1.75;2
25.05.20;25.05.20;26.05.20;140000000;ON;1.78;6
25.05.20;25.05.20;26.05.20;50000000;ON;1.83;4
25.05.20;25.05.20;26.05.20;300000000;ON;1.89;7
25.05.20;25.05.20;26.05.20;100000000;ON;1.82;1
25.05.20;25.05.20;26.05.20;110000000;ON;1.980151667;5
25.05.20;25.05.20;26.05.20;102000000;ON;1.71;2
25.05.20;25.05.20;26.05.20;83000000;ON;1.76;4
25.05.20;25.05.20;26.05.20;250000000;ON;1.88;2
25.05.20;25.05.20;26.05.20;68000000;ON;1.85;2
25.05.20;25.05.20;26.05.20;240000000;ON;1.83;6
25.05.20;25.05.20;26.05.20;210000000;ON;1.9;4
25.05.20;25.05.20;26.05.20;150000000;ON;1.91;10
25.05.20;25.05.20;26.05.20;70000000;ON;1.86;3
25.05.20;25.05.20;26.05.20;520000000;ON;1.73;9
25.05.20;25.05.20;26.05.20;140000000;ON;1.75;4
25.05.20;25.05.20;26.05.20;140000000;ON;2.015328866;8
25.05.20;25.05.20;26.05.20;180000000;ON;2.043057406;5
25.05.20;25.05.20;26.05.20;60000000;ON;1.87;4
25.05.20;25.05.20;26.05.20;300000000;ON;1.77;3
25.05.20;25.05.20;26.05.20;310000000;ON;1.83;2
25.05.20;25.05.20;26.05.20;143000000;ON;1.81;2
25.05.20;25.05.20;26.05.20;200000000;ON;2.197046525;8
25.05.20;25.05.20;26.05.20;100000000;ON;1.85;2
25.05.20;25.05.20;26.05.20;210000000;ON;2.06;3
21.05.20;25.05.20;1.06.20;80000000;1W;2.181538262;8
21.05.20;25.05.20;24.06.20;100000000;1M;2.06;1
21.05.20;25.05.20;24.06.20;120000000;1M;2.12;1
26.05.20;26.05.20;27.05.20;110000000;ON;1.94852559;8
26.05.20;26.05.20;27.05.20;220000000;ON;1.87;3
26.05.20;26.05.20;27.05.20;100000000;ON;1.83;3
26.05.20;26.05.20;27.05.20;230000000;ON;1.88;9
26.05.20;26.05.20;27.05.20;220000000;ON;1.85;6
26.05.20;26.05.20;27.05.20;210000000;ON;1.83;3
26.05.20;26.05.20;27.05.20;80000000;ON;1.93;7
26.05.20;26.05.20;27.05.20;150000000;ON;1.81;6
26.05.20;26.05.20;27.05.20;70000000;ON;1.86;2
26.05.20;26.05.20;27.05.20;85000000;ON;1.81;7
26.05.20;26.05.20;27.05.20;70000000;ON;1.88;6
26.05.20;26.05.20;27.05.20;87000000;ON;2.113965231;5
26.05.20;26.05.20;27.05.20;100000000;ON;1.84;1
26.05.20;26.05.20;27.05.20;60000000;ON;1.9;7
26.05.20;26.05.20;27.05.20;100000000;ON;1.87;1
26.05.20;26.05.20;27.05.20;199000000;ON;1.75;9
26.05.20;26.05.20;27.05.20;130000000;ON;1.81;1
26.05.20;26.05.20;27.05.20;60000000;ON;1.76;1
26.05.20;26.05.20;27.05.20;60000000;ON;1.83;7
26.05.20;26.05.20;27.05.20;110000000;ON;1.84;4
26.05.20;26.05.20;27.05.20;70000000;ON;1.8;7
26.05.20;26.05.20;27.05.20;120000000;ON;1.9;3
26.05.20;26.05.20;27.05.20;207000000;ON;1.89;1
26.05.20;26.05.20;27.05.20;230000000;ON;1.88;4
26.05.20;26.05.20;27.05.20;74000000;ON;1.79;4
26.05.20;26.05.20;27.05.20;221000000;ON;2.012816126;8
26.05.20;26.05.20;27.05.20;100000000;ON;1.87;6
26.05.20;26.05.20;27.05.20;100000000;ON;1.87;9
26.05.20;26.05.20;27.05.20;245000000;ON;1.91;4
26.05.20;26.05.20;27.05.20;120000000;ON;1.89;2
26.05.20;26.05.20;27.05.20;96000000;ON;1.83;10
26.05.20;26.05.20;27.05.20;470000000;ON;1.8;10
26.05.20;26.05.20;27.05.20;65000000;ON;1.72;3
26.05.20;26.05.20;27.05.20;300000000;ON;1.78;4
26.05.20;26.05.20;27.05.20;270000000;ON;1.81;1
26.05.20;26.05.20;27.05.20;230000000;ON;1.85;3
26.05.20;26.05.20;27.05.20;103000000;ON;1.914330615;8
22.05.20;26.05.20;2.06.20;100000000;1W;1.88;10
27.05.20;27.05.20;28.05.20;150000000;ON;1.84;2
27.05.20;27.05.20;28.05.20;60000000;ON;1.78;2
27.05.20;27.05.20;28.05.20;168000000;ON;1.8;4
27.05.20;27.05.20;28.05.20;120000000;ON;1.78;10
27.05.20;27.05.20;28.05.20;130000000;ON;1.81;10
27.05.20;27.05.20;28.05.20;240000000;ON;2.002931985;5
27.05.20;27.05.20;28.05.20;140000000;ON;1.8;3
27.05.20;27.05.20;28.05.20;100000000;ON;1.83;6
27.05.20;27.05.20;28.05.20;110000000;ON;1.86;2
27.05.20;27.05.20;28.05.20;340000000;ON;1.88;2
27.05.20;27.05.20;28.05.20;99000000;ON;2.01;2
27.05.20;27.05.20;28.05.20;100000000;ON;2;4
27.05.20;27.05.20;28.05.20;130000000;ON;1.85;4
27.05.20;27.05.20;28.05.20;120000000;ON;1.85;1
27.05.20;27.05.20;28.05.20;90000000;ON;1.85;1
27.05.20;27.05.20;28.05.20;120000000;ON;1.78;1
27.05.20;27.05.20;28.05.20;120000000;ON;1.77;1
27.05.20;27.05.20;28.05.20;70000000;ON;1.83;3
27.05.20;27.05.20;28.05.20;200000000;ON;1.8;1
27.05.20;27.05.20;28.05.20;140000000;ON;1.77;10
27.05.20;27.05.20;28.05.20;150000000;ON;1.81;9
27.05.20;27.05.20;28.05.20;130000000;ON;1.868124747;5
27.05.20;27.05.20;28.05.20;110000000;ON;1.981746655;5
27.05.20;27.05.20;28.05.20;117000000;ON;1.85;7
27.05.20;27.05.20;28.05.20;600000000;ON;2.162433789;8
27.05.20;27.05.20;28.05.20;105000000;ON;1.81;9
27.05.20;27.05.20;28.05.20;90000000;ON;1.79;6
27.05.20;27.05.20;28.05.20;100000000;ON;1.84;6
27.05.20;27.05.20;28.05.20;120000000;ON;1.82;1
27.05.20;27.05.20;28.05.20;170000000;ON;1.75;3
27.05.20;27.05.20;28.05.20;75000000;ON;1.979156108;5
27.05.20;27.05.20;28.05.20;70000000;ON;1.81;3
27.05.20;27.05.20;28.05.20;70000000;ON;1.82;7
27.05.20;27.05.20;28.05.20;120000000;ON;1.991317683;8
27.05.20;27.05.20;28.05.20;150000000;ON;1.82;10
27.05.20;27.05.20;28.05.20;430000000;ON;1.78;3
27.05.20;27.05.20;28.05.20;300000000;ON;1.79;9
27.05.20;27.05.20;28.05.20;240000000;ON;1.81;6
27.05.20;27.05.20;28.05.20;120000000;ON;1.82;9
25.05.20;27.05.20;3.06.20;240000000;1W;2.142160316;8
25.05.20;27.05.20;27.06.20;80000000;1M;2.04;9
25.05.20;27.05.20;27.06.20;140000000;1M;2.1;10
25.05.20;27.05.20;27.06.20;60000000;1M;2.283778372;5
25.05.20;27.05.20;27.06.20;100000000;1M;2.166087866;5
25.05.20;27.05.20;27.11.20;210000000;6M;2.25;3
25.05.20;27.05.20;27.11.20;310000000;6M;2.21;6
28.05.20;28.05.20;29.05.20;56000000;ON;1.94;6
28.05.20;28.05.20;29.05.20;150000000;ON;1.81;7
28.05.20;28.05.20;29.05.20;141000000;ON;2.097419285;5
28.05.20;28.05.20;29.05.20;380000000;ON;1.78;10
28.05.20;28.05.20;29.05.20;180000000;ON;2.158201347;8
28.05.20;28.05.20;29.05.20;105000000;ON;1.961838194;5
28.05.20;28.05.20;29.05.20;105000000;ON;1.77;3
28.05.20;28.05.20;29.05.20;90000000;ON;1.91;3
28.05.20;28.05.20;29.05.20;130000000;ON;1.91;9
28.05.20;28.05.20;29.05.20;410000000;ON;1.76;4
28.05.20;28.05.20;29.05.20;80000000;ON;1.79;9
28.05.20;28.05.20;29.05.20;100000000;ON;1.78;1
28.05.20;28.05.20;29.05.20;130000000;ON;1.82;10
28.05.20;28.05.20;29.05.20;220000000;ON;2.03856309;8
28.05.20;28.05.20;29.05.20;125000000;ON;2.309106187;8
28.05.20;28.05.20;29.05.20;110000000;ON;1.82;10
28.05.20;28.05.20;29.05.20;70000000;ON;1.86;3
28.05.20;28.05.20;29.05.20;70000000;ON;1.84;10
28.05.20;28.05.20;29.05.20;50000000;ON;2.031026366;5
28.05.20;28.05.20;29.05.20;175000000;ON;1.81;2
28.05.20;28.05.20;29.05.20;150000000;ON;1.78;1
28.05.20;28.05.20;29.05.20;300000000;ON;1.85;7
28.05.20;28.05.20;29.05.20;210000000;ON;1.81;7
28.05.20;28.05.20;29.05.20;90000000;ON;1.84;7
28.05.20;28.05.20;29.05.20;120000000;ON;1.84;6
28.05.20;28.05.20;29.05.20;130000000;ON;1.84;3
28.05.20;28.05.20;29.05.20;90000000;ON;1.85;6
28.05.20;28.05.20;29.05.20;390000000;ON;1.83;3
28.05.20;28.05.20;29.05.20;150000000;ON;1.78;10
28.05.20;28.05.20;29.05.20;700000000;ON;1.84;1
28.05.20;28.05.20;29.05.20;250000000;ON;1.82;7
28.05.20;28.05.20;29.05.20;50000000;ON;1.82;7
28.05.20;28.05.20;29.05.20;113000000;ON;1.82;4
28.05.20;28.05.20;29.05.20;210000000;ON;1.83;3
28.05.20;28.05.20;29.05.20;60000000;ON;1.85;1
28.05.20;28.05.20;29.05.20;290000000;ON;1.75;1
28.05.20;28.05.20;29.05.20;260000000;ON;1.81;7
28.05.20;28.05.20;29.05.20;110000000;ON;1.8;2
28.05.20;28.05.20;29.05.20;190000000;ON;1.82;10
26.05.20;28.05.20;4.06.20;60000000;1W;2.223322519;5
26.05.20;28.05.20;4.06.20;70000000;1W;2.01;6
26.05.20;28.05.20;4.06.20;90000000;1W;2.01;2
26.05.20;28.05.20;4.06.20;210000000;1W;2.04;2
26.05.20;28.05.20;4.06.20;290000000;1W;2.05;2
26.05.20;28.05.20;28.08.20;110000000;3M;2.19;4
26.05.20;28.05.20;28.08.20;500000000;3M;2.18;2
26.05.20;28.05.20;28.11.20;310000000;6M;2.21;7
29.05.20;29.05.20;1.06.20;14085654.86;ON;1.955945541;10
29.05.20;29.05.20;1.06.20;17039394.05;ON;1.529464647;3
29.05.20;29.05.20;1.06.20;46971013.76;ON;1.890115048;5
29.05.20;29.05.20;1.06.20;28599838.43;ON;1.167346035;5
29.05.20;29.05.20;1.06.20;38203753.07;ON;1.860999294;5
29.05.20;29.05.20;1.06.20;34354201.21;ON;1.898526534;6
29.05.20;29.05.20;1.06.20;41586452.58;ON;2.024821057;8
29.05.20;29.05.20;1.06.20;27758324.12;ON;1.256550115;7
29.05.20;29.05.20;1.06.20;21785229.78;ON;1.650812788;10
29.05.20;29.05.20;1.06.20;32913771.73;ON;1.723131021;8
29.05.20;29.05.20;1.06.20;37110889.56;ON;1.528208647;1
29.05.20;29.05.20;1.06.20;27373464.75;ON;0.987525009;1
29.05.20;29.05.20;1.06.20;39792805.45;ON;1.046855959;10
29.05.20;29.05.20;1.06.20;36621699.48;ON;1.578576008;10
29.05.20;29.05.20;1.06.20;57412470.14;ON;1.977491052;5
29.05.20;29.05.20;1.06.20;70129227.12;ON;1.532832321;1
29.05.20;29.05.20;1.06.20;18934074.03;ON;1.198444211;7
29.05.20;29.05.20;1.06.20;38100302.84;ON;1.426166886;8
29.05.20;29.05.20;1.06.20;14173351.5;ON;1.136305273;7
29.05.20;29.05.20;1.06.20;39798540.45;ON;1.224983979;7
29.05.20;29.05.20;1.06.20;69520834.64;ON;1.879004745;1
29.05.20;29.05.20;1.06.20;79573869.47;ON;1.238519927;3
